gene	p_val	avg_diff	pct.1	pct.2	CellType	Exp	Exp+
Efcab3	0	1.100477396	0.776	0.223	RoundSpermatid	1.763563465	1.977588774
Fsip1	0	1.096343114	0.637	0.165	RoundSpermatid	1.457433756	1.820107887
Ttll7	0	1.095360625	0.697	0.114	RoundSpermatid	1.456635184	1.744662051
Ccdc63	0	1.092647999	0.726	0.12	RoundSpermatid	1.495003841	1.751463603
Pfn3	0	1.088453199	0.626	0.073	RoundSpermatid	1.350441664	1.717015535
Ppp1r32	0	1.088238726	0.727	0.206	RoundSpermatid	1.521605579	1.779434511
Kcne3	0	1.085186845	0.623	0.048	RoundSpermatid	1.226066182	1.581524429
Cfap45	0	1.084211207	0.838	0.364	RoundSpermatid	2.417776057	2.580356833
Hsfy2	0	1.079684606	0.572	0.027	RoundSpermatid	1.169639464	1.586086397
4930522H14Rik	0	1.079429261	0.652	0.072	RoundSpermatid	1.328000235	1.658554323
Tssk4	0	1.079284214	0.635	0.055	RoundSpermatid	1.233415575	1.575399948
4930404N11Rik	0	1.074282567	0.665	0.105	RoundSpermatid	1.390564017	1.711430136
Dpy30	0	1.073469621	0.773	0.282	RoundSpermatid	1.784225924	2.003003986
Scamp1	0	1.068962987	0.61	0.116	RoundSpermatid	1.387494118	1.779887025
Smkr-ps	0	1.05235496	0.803	0.235	RoundSpermatid	2.018389664	2.210726636
1700034O15Rik	0	1.051435191	0.843	0.268	RoundSpermatid	2.121364134	2.273377883
Gm5142	0	1.050440284	0.746	0.256	RoundSpermatid	1.668442124	1.912001651
1700034J05Rik	0	1.046541805	0.765	0.283	RoundSpermatid	1.807211792	2.035429129
Lgals8	0	1.046098603	0.779	0.306	RoundSpermatid	1.758930665	1.970204935
Tssk1	0	1.043754997	0.794	0.193	RoundSpermatid	1.834492499	2.031478223
Gtsf1	0	1.04252822	0.898	0.473	RoundSpermatid	2.446243145	2.544732118
Col22a1	0	1.037134487	0.731	0.157	RoundSpermatid	1.628217269	1.887164491
Izumo1	0	1.035369315	0.587	0.043	RoundSpermatid	1.161259554	1.555632884
Cnbd2	0	1.034555753	0.604	0.141	RoundSpermatid	1.41134129	1.814055299
Tekt4	0	1.033752458	0.721	0.217	RoundSpermatid	1.612459056	1.881919558
2900092C05Rik	0	1.026589171	0.649	0.086	RoundSpermatid	1.279497833	1.609206123
1700015F17Rik	0	1.024934778	0.78	0.197	RoundSpermatid	1.84609436	2.059767875
Glipr1l1	0	1.022538018	0.649	0.211	RoundSpermatid	1.51174974	1.862987589
Gm6569	0	1.018351534	0.618	0.067	RoundSpermatid	1.212661222	1.573643452
Dnah3	0	1.016158391	0.579	0.04	RoundSpermatid	1.143065515	1.544753087
Gm20268	0	1.013716351	0.528	0.034	RoundSpermatid	1.107464448	1.576030418
Pex5l	0	1.013309156	0.412	0.057	RoundSpermatid	1.259520878	1.963116453
Ccdc173	0	1.008910817	0.812	0.386	RoundSpermatid	2.459390537	2.651382922
Ccdc175	0	1.005369627	0.734	0.28	RoundSpermatid	1.735632732	1.997145679
1700020L24Rik	0	1.005125331	0.622	0.077	RoundSpermatid	1.226672233	1.584392715
Mbd3l1	0	1.003992227	0.661	0.116	RoundSpermatid	1.449628018	1.781004684
Cep290	0	1.002620666	0.777	0.339	RoundSpermatid	2.006809283	2.228479164
1700013F07Rik	0	1.002180562	0.814	0.251	RoundSpermatid	1.982837967	2.162397827
Tex38	0	1.000475076	0.581	0.045	RoundSpermatid	1.126868614	1.52452911
Tbc1d23	0	0.998896747	0.509	0.061	RoundSpermatid	1.191871269	1.705208484
Lrrc34	0	0.997347623	0.72	0.314	RoundSpermatid	1.997801063	2.287155407
Phyhipl	0	0.994313294	0.785	0.323	RoundSpermatid	1.791284759	1.996576344
Slc22a14	0	0.992428587	0.631	0.062	RoundSpermatid	1.163710282	1.501514825
Cfap58	0	0.991535382	0.601	0.137	RoundSpermatid	1.287478994	1.680489714
Saxo2	0	0.989782699	0.692	0.232	RoundSpermatid	1.477194343	1.772184186
Apobec4	0	0.989280625	0.606	0.05	RoundSpermatid	1.13276599	1.498081907
Mycbpap	0	0.985625299	0.718	0.237	RoundSpermatid	1.501681055	1.768289578
4933417A18Rik	0	0.985547737	0.67	0.125	RoundSpermatid	1.471949714	1.793981071
Akap3	0	0.984471829	0.795	0.206	RoundSpermatid	1.91044463	2.108798266
4930579F01Rik	0	0.977766374	0.58	0.068	RoundSpermatid	1.179771181	1.58564198
Fam221b	0	0.976952106	0.797	0.261	RoundSpermatid	1.918175494	2.114321381
Uri1	0	0.969969978	0.724	0.181	RoundSpermatid	1.657348271	1.925695194
1700101O22Rik	0	0.969239245	0.45	0.059	RoundSpermatid	1.214819816	1.835011204
Pnmal2	0	0.966828666	0.577	0.074	RoundSpermatid	1.214414733	1.629930544
D11Wsu47e	0	0.963487375	0.712	0.178	RoundSpermatid	1.465152474	1.736109468
Saysd1	0	0.963340182	0.892	0.511	RoundSpermatid	2.383255662	2.487150342
Zp3r	0	0.960865524	0.576	0.039	RoundSpermatid	1.069569555	1.463664236
Gykl1	0	0.960843606	0.848	0.402	RoundSpermatid	2.098187291	2.244526064
Sh3d21	0	0.959180863	0.812	0.263	RoundSpermatid	2.062529985	2.246091933
1700073E17Rik	0	0.956339449	0.613	0.057	RoundSpermatid	1.123166728	1.478638991
Spatc1l	0	0.952510401	0.704	0.153	RoundSpermatid	1.448554881	1.727438421
Dnajb13	0	0.951057203	0.71	0.215	RoundSpermatid	1.411948255	1.681192031
Zswim2	0	0.950006556	0.679	0.235	RoundSpermatid	1.5176182	1.831619588
Slc35g3	0	0.949141839	0.605	0.058	RoundSpermatid	1.115613131	1.478923634
4930451I11Rik	0	0.946908968	0.611	0.075	RoundSpermatid	1.187129987	1.553445199
Adam24	0	0.941867395	0.583	0.047	RoundSpermatid	1.089112399	1.476958676
Sun5	0	0.940836521	0.54	0.031	RoundSpermatid	1.038579668	1.477253866
Ankrd61	0	0.940187585	0.638	0.088	RoundSpermatid	1.203225972	1.537698319
Arl13b	0	0.938723734	0.633	0.13	RoundSpermatid	1.31610409	1.66981442
Tmc5	0	0.937745945	0.623	0.097	RoundSpermatid	1.237522292	1.594394739
RP24-543J12.1	0	0.933378557	0.706	0.231	RoundSpermatid	1.491040724	1.770536489
Spam1	0	0.929289672	0.489	0.032	RoundSpermatid	1.016456659	1.527438779
1700061G19Rik	0	0.926362765	0.578	0.05	RoundSpermatid	1.06442051	1.455760755
1700007K13Rik	0	0.925994465	0.588	0.072	RoundSpermatid	1.131722653	1.519623071
4933434M16Rik	0	0.924423618	0.531	0.051	RoundSpermatid	1.072510844	1.530908228
Ribc1	0	0.921443573	0.627	0.088	RoundSpermatid	1.172366587	1.516791663
Chd5	0	0.918770143	0.727	0.195	RoundSpermatid	1.759576285	2.030761497
Tescl	0	0.9150208	0.755	0.223	RoundSpermatid	1.718960391	1.955301269
Pphln1	0	0.910616079	0.618	0.122	RoundSpermatid	1.285124272	1.654636279
Efcab10	0	0.908081377	0.798	0.349	RoundSpermatid	1.779471462	1.970718487
BC051142	0	0.905892072	0.945	0.536	RoundSpermatid	2.842892573	2.89657964
1700012B07Rik	0	0.905652835	0.746	0.182	RoundSpermatid	1.690953827	1.935746315
Banf2	0	0.903222592	0.438	0.086	RoundSpermatid	1.250237789	1.89933231
BC048609	0	0.90301434	0.573	0.053	RoundSpermatid	1.045485206	1.439300028
Enkur	0	0.902187877	0.808	0.376	RoundSpermatid	1.998883316	2.186248581
Crem	0	0.901246406	0.775	0.347	RoundSpermatid	1.778798087	1.994547957
Sqrdl	0	0.896835788	0.746	0.183	RoundSpermatid	1.646916975	1.890185803
Catsper4	0	0.895424287	0.582	0.055	RoundSpermatid	1.052649799	1.43573983
Gm26844	0	0.895405677	0.566	0.05	RoundSpermatid	1.042745026	1.44606968
4921504E06Rik	0	0.89520809	0.538	0.065	RoundSpermatid	1.129657062	1.587654303
Tbata	0	0.890216327	0.665	0.124	RoundSpermatid	1.328931719	1.643997711
Ccdc67	0	0.887733207	0.804	0.336	RoundSpermatid	1.870890899	2.058848296
Hyal5	0	0.886297106	0.521	0.026	RoundSpermatid	0.97128609	1.4225917
Prss46	0	0.886140919	0.524	0.11	RoundSpermatid	1.14167562	1.623653382
Txndc8	0	0.884119015	0.791	0.243	RoundSpermatid	1.858371	2.059929546
1700003H04Rik	0	0.883103762	0.761	0.275	RoundSpermatid	1.67493878	1.901965675
Ccdc37	0	0.88299378	0.529	0.035	RoundSpermatid	1.00322559	1.449990134
Ppm1d	0	0.879457243	0.767	0.324	RoundSpermatid	1.654712329	1.87485978
Lmnb2	0	0.877809314	0.554	0.06	RoundSpermatid	1.057661659	1.479741479
Catsper3	0	0.876593207	0.523	0.026	RoundSpermatid	0.955741725	1.400956276
Izumo3	0	0.875843355	0.745	0.189	RoundSpermatid	1.595632476	1.837437001
Nrm	0	0.875595572	0.543	0.059	RoundSpermatid	1.037377328	1.471655266
Knop1	0	0.874762585	0.867	0.519	RoundSpermatid	2.313825803	2.443647587
1700012B09Rik	0	0.874320433	0.776	0.346	RoundSpermatid	1.964617674	2.186568922
4933405O20Rik	0	0.873310442	0.525	0.026	RoundSpermatid	0.940287362	1.378978022
Fhl5	0	0.872022383	0.626	0.157	RoundSpermatid	1.597352143	1.986444701
1700029J07Rik	0	0.867716179	0.545	0.064	RoundSpermatid	1.064669661	1.500396408
Nabp1	0	0.867187312	0.663	0.161	RoundSpermatid	1.389473893	1.713351155
2810408I11Rik	0	0.867008182	0.764	0.332	RoundSpermatid	1.761484964	1.989191091
Prr22	0	0.866359355	0.58	0.075	RoundSpermatid	1.088134343	1.480636611
Fsip2	0	0.864649716	0.724	0.344	RoundSpermatid	1.941466333	2.223927609
Gnpda2	0	0.861413863	0.59	0.126	RoundSpermatid	1.196369052	1.591896044
Aptx	0	0.861359938	0.683	0.198	RoundSpermatid	1.370439171	1.667326623
Chn1	0	0.861066506	0.558	0.079	RoundSpermatid	1.077291983	1.497856495
Sypl	0	0.859406743	0.713	0.259	RoundSpermatid	1.474818447	1.745526829
Lrif1	0	0.858683365	0.602	0.163	RoundSpermatid	1.323714327	1.719609454
1700011L22Rik	0	0.858325282	0.767	0.22	RoundSpermatid	1.717588191	1.940352159
Fancd2os	0	0.857550086	0.527	0.051	RoundSpermatid	0.9902382	1.4376167
Fbxl13	0	0.856168076	0.569	0.064	RoundSpermatid	1.000719401	1.392385021
Tes	0	0.851357603	0.653	0.136	RoundSpermatid	1.240629655	1.561630512
Lyzl4os	0	0.845431973	0.548	0.046	RoundSpermatid	0.967747245	1.380506523
Ccdc116	0	0.845344412	0.56	0.076	RoundSpermatid	0.997191631	1.400007734
Zpbp	0	0.843663948	0.765	0.317	RoundSpermatid	1.826530989	2.055514554
Zcchc8	0	0.843513224	0.643	0.134	RoundSpermatid	1.246958073	1.579760745
Fam217a	0	0.841282795	0.788	0.266	RoundSpermatid	1.831555755	2.035749173
Pigf	0	0.838131905	0.603	0.155	RoundSpermatid	1.151714577	1.523013467
Creld2	0	0.837520559	0.766	0.394	RoundSpermatid	1.928860771	2.160724624
Erich2	0	0.837211178	0.808	0.391	RoundSpermatid	1.849409577	2.032123152
Tekt1	0	0.836553518	0.819	0.372	RoundSpermatid	2.00055222	2.175102556
Gm20389	0	0.836494358	0.554	0.066	RoundSpermatid	1.021021127	1.436518297
Kifap3	0	0.836425439	0.862	0.487	RoundSpermatid	2.265629577	2.399773092
Fam208b	0	0.836118816	0.657	0.183	RoundSpermatid	1.442466696	1.77766703
Adam26a	0	0.835659138	0.506	0.031	RoundSpermatid	0.915662426	1.376732769
Cfap126	0	0.834163819	0.764	0.34	RoundSpermatid	1.641414312	1.86405143
Lypd4	0	0.829623552	0.857	0.392	RoundSpermatid	2.173707996	2.311202149
Ttc39a	0	0.828480764	0.552	0.053	RoundSpermatid	0.975076203	1.383989143
Ccdc186	0	0.82631945	0.664	0.219	RoundSpermatid	1.507911032	1.84071389
1700030J22Rik	0	0.82602027	0.805	0.35	RoundSpermatid	1.857247281	2.043685137
Actl7a	0	0.825613198	0.731	0.203	RoundSpermatid	1.578393088	1.834142648
Lrrc72	0	0.824404311	0.544	0.046	RoundSpermatid	0.947221021	1.36088128
Tmigd3	0	0.824392781	0.525	0.102	RoundSpermatid	1.335618281	1.84614011
Zfp451	0	0.821990976	0.804	0.429	RoundSpermatid	1.943427825	2.132681069
Rsbn1	0	0.819802582	0.697	0.308	RoundSpermatid	1.545364143	1.838974738
4921534H16Rik	0	0.818952101	0.489	0.023	RoundSpermatid	0.879501631	1.356002755
Nme5	0	0.818803866	0.706	0.277	RoundSpermatid	1.421289653	1.69612048
Pde1a	0	0.816690484	0.728	0.224	RoundSpermatid	1.525074632	1.781279727
BC061237	0	0.816238129	0.534	0.066	RoundSpermatid	1.04208809	1.489426966
Hist1h4a	0	0.8149454	0.512	0.041	RoundSpermatid	0.937643962	1.394813477
Dzip1	0	0.814857315	0.762	0.371	RoundSpermatid	1.734511503	1.963445862
1700003M02Rik	0	0.813346467	0.888	0.447	RoundSpermatid	2.454806269	2.563466453
4930557F10Rik	0	0.810117953	0.503	0.032	RoundSpermatid	0.88754179	1.34628361
Efhb	0	0.807811373	0.555	0.164	RoundSpermatid	1.119289616	1.551685259
4930505A04Rik	0	0.807784478	0.759	0.223	RoundSpermatid	1.711402679	1.942488762
Tmem89	0	0.807344369	0.712	0.27	RoundSpermatid	1.507180275	1.780479738
Trim36	0	0.803509081	0.73	0.184	RoundSpermatid	1.691940737	1.955268662
Ccser2	0	0.80134151	0.601	0.277	RoundSpermatid	1.594858599	2.019685458
Lrp2bp	0	0.800093407	0.634	0.116	RoundSpermatid	1.182359403	1.518832413
4933411G06Rik	0	0.795770634	0.511	0.041	RoundSpermatid	0.888883129	1.335780156
Saxo1	0	0.795311931	0.398	0.044	RoundSpermatid	0.97099326	1.632807316
Dcun1d4	0	0.794742883	0.676	0.199	RoundSpermatid	1.340788581	1.643522935
Ccdc101	0	0.793383908	0.751	0.217	RoundSpermatid	1.616246518	1.852227965
Crls1	0	0.792970518	0.528	0.13	RoundSpermatid	1.087950495	1.553624664
4933434E20Rik	0	0.792817163	0.691	0.27	RoundSpermatid	1.380257627	1.669536637
Bcas2	0	0.791168492	0.757	0.342	RoundSpermatid	1.677799797	1.909821495
Mgat4c	0	0.791092849	0.501	0.04	RoundSpermatid	0.912564541	1.380654217
Lrrc9	0	0.790617751	0.727	0.284	RoundSpermatid	1.536656721	1.794855577
4921528I07Rik	0	0.789495567	0.292	0.03	RoundSpermatid	0.960973608	1.875408836
Arf4	0	0.788653231	0.719	0.29	RoundSpermatid	1.537306006	1.804501353
Il31	0	0.788176149	0.487	0.065	RoundSpermatid	0.936573248	1.43133397
Pla2g10	0	0.784018561	0.472	0.025	RoundSpermatid	0.862975255	1.361842166
Spag4	0	0.78205997	0.72	0.185	RoundSpermatid	1.511148561	1.775826617
Rnf4	0	0.779894779	0.707	0.272	RoundSpermatid	1.600549978	1.886036684
Ropn1l	0	0.777449925	0.983	0.644	RoundSpermatid	3.675478309	3.692324504
Plac8l1	0	0.777026871	0.491	0.034	RoundSpermatid	0.859798288	1.328364447
Ccin	0	0.772160891	0.415	0.069	RoundSpermatid	1.073296427	1.728840488
BC048562	0	0.772005092	0.469	0.063	RoundSpermatid	0.997819442	1.537251097
1700095A21Rik	0	0.768245515	0.495	0.09	RoundSpermatid	1.166056418	1.698358446
Sun3	0	0.76788462	0.572	0.177	RoundSpermatid	1.150876214	1.563578147
RP23-77E18.3	0	0.766315528	0.538	0.069	RoundSpermatid	0.989851374	1.420746912
4921539E11Rik	0	0.765003485	0.679	0.18	RoundSpermatid	1.465680378	1.775886255
St8sia3	0	0.762723878	0.515	0.038	RoundSpermatid	0.883889382	1.32389763
Iqub	0	0.761237181	0.614	0.252	RoundSpermatid	1.382515327	1.768354194
4933427G17Rik	0	0.761126681	0.552	0.115	RoundSpermatid	0.999934898	1.413825485
Lpcat2b	0	0.759779906	0.623	0.125	RoundSpermatid	1.202520192	1.555907177
Ttll9	0	0.757124397	0.577	0.109	RoundSpermatid	1.00838843	1.391032709
Gm5800	0	0.753342541	0.495	0.056	RoundSpermatid	0.914143361	1.390520886
Tex24	0	0.752753742	0.489	0.047	RoundSpermatid	0.887411868	1.366182725
Zdhhc19	0	0.75089051	0.545	0.058	RoundSpermatid	0.92319941	1.330267452
Dpysl3	0	0.749927208	0.706	0.215	RoundSpermatid	1.657970167	1.949033712
Adgb	0	0.748100761	0.469	0.039	RoundSpermatid	0.85542757	1.357048088
Aqp7	0	0.74754201	0.58	0.122	RoundSpermatid	1.225611497	1.638792648
1700007B14Rik	0	0.743740383	0.659	0.155	RoundSpermatid	1.326971974	1.649218892
Gm16541	0	0.743002692	0.67	0.165	RoundSpermatid	1.426631178	1.744853802
Tmem191c	0	0.741905281	0.622	0.188	RoundSpermatid	1.557729657	1.950155691
Smap1	0	0.741857918	0.8	0.464	RoundSpermatid	1.933325441	2.127486252
Usp7	0	0.737978695	0.751	0.364	RoundSpermatid	1.646834214	1.883815075
1700037C18Rik	0	0.736229083	0.679	0.223	RoundSpermatid	1.351787107	1.652645898
Got1l1	0	0.73343667	0.516	0.078	RoundSpermatid	0.89374505	1.334623591
Gm29508	0	0.732230917	0.425	0.03	RoundSpermatid	0.824493201	1.38988316
4930415O20Rik	0	0.731939833	0.515	0.051	RoundSpermatid	0.863670996	1.298262687
Ssmem1	0	0.731622356	0.808	0.368	RoundSpermatid	1.994040738	2.180722663
1700006E09Rik	0	0.730507665	0.55	0.148	RoundSpermatid	1.312014717	1.780020211
4833427G06Rik	0	0.73003465	0.659	0.249	RoundSpermatid	1.250939945	1.565782373
Calr3	0	0.727981412	0.42	0.124	RoundSpermatid	1.332648498	2.033617142
Gm595	0	0.727719801	0.518	0.068	RoundSpermatid	0.932230358	1.379758676
R3hcc1	0	0.72694067	0.643	0.19	RoundSpermatid	1.21704281	1.547236081
1700017N19Rik	0	0.7261532	0.76	0.286	RoundSpermatid	1.620635781	1.846944155
Psd3	0	0.726067023	0.575	0.104	RoundSpermatid	1.065224356	1.460190418
Carlr	0	0.725343795	0.537	0.086	RoundSpermatid	1.033419343	1.474547133
1700106J16Rik	0	0.725076327	0.486	0.043	RoundSpermatid	0.836406893	1.305963485
Nfatc2ip	0	0.724014801	0.615	0.209	RoundSpermatid	1.287976017	1.662326629
Atxn3	0	0.723013513	0.724	0.308	RoundSpermatid	1.508137381	1.768446632
Wdfy1	0	0.720475494	0.651	0.222	RoundSpermatid	1.272591044	1.59907355
Tsga13	0	0.719159337	0.59	0.096	RoundSpermatid	1.059151741	1.433122157
Gfer	0	0.71367615	0.71	0.329	RoundSpermatid	1.491373837	1.766407193
Sgms2	0	0.713586714	0.461	0.028	RoundSpermatid	0.808196292	1.308397487
Hemgn	0	0.713130774	0.299	0.081	RoundSpermatid	1.1853342	2.152408262
Gm15904	0	0.712540721	0.439	0.019	RoundSpermatid	0.769251437	1.291010346
Nkx2-6	0	0.71247225	0.487	0.048	RoundSpermatid	0.841592114	1.310511487
Tmx4	0	0.711111909	0.622	0.198	RoundSpermatid	1.211604348	1.56678731
BC050972	0	0.711042305	0.558	0.097	RoundSpermatid	0.984025854	1.386296842
Usp15	0	0.704033674	0.73	0.365	RoundSpermatid	1.567100352	1.823686649
Cdkn2aip	0	0.703679036	0.618	0.207	RoundSpermatid	1.150555591	1.50341238
Siah2	0	0.702685558	0.686	0.272	RoundSpermatid	1.332606682	1.622571722
Micalcl	0	0.701972098	0.495	0.095	RoundSpermatid	1.093538005	1.611363022
Nupl2	0	0.701382231	0.522	0.112	RoundSpermatid	0.907427174	1.343604844
Ddx20	0	0.700638245	0.678	0.288	RoundSpermatid	1.321834202	1.620407719
Btbd16	0	0.700195392	0.663	0.26	RoundSpermatid	1.246679347	1.556361022
4921511H03Rik	0	0.700190165	0.607	0.199	RoundSpermatid	1.121911145	1.483839566
Dscc1	0	0.700088744	0.405	0.029	RoundSpermatid	0.819263219	1.418192311
Gm11213	0	0.698847907	0.592	0.127	RoundSpermatid	1.155954818	1.542409183
Oit1	0	0.698129857	0.586	0.194	RoundSpermatid	1.060824995	1.440691417
Tmem232	0	0.696794893	0.588	0.195	RoundSpermatid	1.080261595	1.460968935
Spata25	0	0.696231353	0.472	0.097	RoundSpermatid	1.062284747	1.612168055
1700019A02Rik	0	0.693790875	0.81	0.371	RoundSpermatid	1.959335319	2.142650084
4930415F15Rik	0	0.693666722	0.534	0.108	RoundSpermatid	1.042837552	1.491054655
Ccdc27	0	0.693656456	0.453	0.047	RoundSpermatid	0.869971902	1.401228481
Prm1	0	2.957575117	0.999	0.574	Elongating	6.298238541	6.29899524
Prm2	0	2.942199842	1	0.57	Elongating	6.121498744	6.121498744
Tnp1	0	2.608603981	0.972	0.566	Elongating	5.798566669	5.826921047
1700027A15Rik	0	2.589080674	0.977	0.226	Elongating	3.750117904	3.773186012
Tnp2	0	2.584298858	0.986	0.501	Elongating	5.440870946	5.454699199
1700015G11Rik	0	2.240986308	0.913	0.166	Elongating	3.016545914	3.103450255
Spata3	0	2.21747118	0.966	0.265	Elongating	3.388429736	3.421518758
1700042G07Rik	0	2.182303331	0.906	0.164	Elongating	2.936756996	3.029963749
Cabs1	0	2.177451248	0.962	0.226	Elongating	3.274968323	3.312009351
H2afb1	0	2.124497608	0.923	0.188	Elongating	2.997288747	3.074026114
Tssk6	0	2.115285819	0.916	0.188	Elongating	2.916671325	2.999817867
4933411K16Rik	0	2.095404997	0.938	0.285	Elongating	3.102256745	3.16315023
1700012A03Rik	0	2.079169887	0.877	0.143	Elongating	2.680849112	2.803221052
Smcp	0	2.079126205	0.998	0.563	Elongating	4.862716752	4.864221798
Akap4	0	2.078289974	0.974	0.353	Elongating	3.442682841	3.468263167
Tppp2	0	2.076487657	0.896	0.192	Elongating	2.818151915	2.921706203
Ccdc91	0	2.071460568	0.973	0.369	Elongating	3.489497461	3.516022314
Oaz3	0	2.070503924	0.986	0.441	Elongating	3.847216624	3.860810324
1700016P04Rik	0	2.06400653	0.871	0.174	Elongating	2.828588399	2.958695759
Gapdhs	0	2.044425639	0.987	0.427	Elongating	3.724020489	3.737125633
Car2	0	2.043735645	0.82	0.096	Elongating	2.438960014	2.621642745
Spem1	0	2.043180603	0.898	0.181	Elongating	2.817448676	2.918760886
Klk1b8	0	2.033120969	0.827	0.11	Elongating	2.503058129	2.679184871
Gsg1	0	2.021967841	0.974	0.456	Elongating	3.625387189	3.65080372
Tex37	0	1.978949471	0.811	0.168	Elongating	2.730866507	2.928488405
Hmgb4	0	1.974523482	0.932	0.426	Elongating	4.126416561	4.195954872
Spata18	0	1.968480798	0.856	0.231	Elongating	2.633478836	2.778215979
Spz1	0	1.96394103	0.985	0.469	Elongating	3.807435697	3.822070228
4930544D05Rik	0	1.948308754	0.862	0.173	Elongating	2.566774811	2.704536292
Dnajb8	0	1.941635825	0.863	0.201	Elongating	2.640687813	2.778387504
Cdrt4	0	1.937353036	0.863	0.216	Elongating	2.666546801	2.804168641
Tfam	0	1.927290887	0.843	0.194	Elongating	2.772557526	2.933844498
1700029H14Rik	0	1.927010472	0.962	0.343	Elongating	3.2522652	3.28988014
Ubl4b	0	1.921967245	0.889	0.238	Elongating	2.757748925	2.868440868
1700016H13Rik	0	1.904765571	0.886	0.226	Elongating	2.725424324	2.839421109
Fam71f2	0	1.88331185	0.804	0.172	Elongating	2.385414628	2.585850726
Iqcf3	0	1.881850954	0.955	0.322	Elongating	3.193220625	3.237277341
1700031M16Rik	0	1.878420838	0.863	0.188	Elongating	2.598821905	2.735606511
Paqr5	0	1.876426639	0.766	0.104	Elongating	2.26304037	2.504980738
4921507P07Rik	0	1.869274567	0.807	0.14	Elongating	2.447314576	2.644659064
1700034E13Rik	0	1.868815309	0.839	0.187	Elongating	2.570471653	2.733914242
Hspa1l	0	1.864855744	0.85	0.214	Elongating	2.644879836	2.797074711
Txndc2	0	1.857455545	0.922	0.287	Elongating	3.103709069	3.181783432
Prm3	0	1.835994999	0.973	0.405	Elongating	3.635846047	3.662483068
1700001C19Rik	0	1.830287968	0.888	0.258	Elongating	2.725497716	2.837081224
Habp4	0	1.799591564	0.861	0.264	Elongating	2.625592162	2.765283629
H1fnt	0	1.791698362	0.911	0.259	Elongating	2.971080419	3.059686103
Lrrc57	0	1.786552008	0.772	0.13	Elongating	2.226336871	2.460670376
1700024P04Rik	0	1.780048565	0.875	0.279	Elongating	2.756101998	2.881863717
Ttc24	0	1.772636363	0.739	0.094	Elongating	2.116079006	2.386379081
1700001O22Rik	0	1.771771331	0.876	0.374	Elongating	2.665830285	2.789371875
Cstl1	0	1.764316037	0.718	0.108	Elongating	2.234703542	2.535220105
Cst8	0	1.756216904	0.94	0.308	Elongating	3.27761101	3.336928449
Dbil5	0	1.754672894	0.987	0.676	Elongating	3.970060205	3.983084846
1700001K19Rik	0	1.751944673	0.828	0.208	Elongating	2.447795459	2.621914581
Sh3rf2	0	1.744623241	0.833	0.202	Elongating	2.475985701	2.644758144
Otub2	0	1.74285631	0.869	0.267	Elongating	2.604355595	2.734651744
Hypm	0	1.740398228	0.813	0.202	Elongating	2.415049962	2.604906875
Lelp1	0	1.734346865	0.77	0.168	Elongating	2.274471747	2.512160545
4930503B20Rik	0	1.722925302	0.854	0.275	Elongating	2.623660857	2.771119615
AI507597	0	1.721931671	0.851	0.274	Elongating	2.593619302	2.743912019
2610318N02Rik	0	1.712458727	0.935	0.366	Elongating	3.04931386	3.113457548
1700009N14Rik	0	1.706497715	0.938	0.373	Elongating	3.027354931	3.088494744
Arl9	0	1.704233307	0.724	0.131	Elongating	2.080788703	2.368303012
St6galnac2	0	1.686477575	0.896	0.338	Elongating	2.80773676	2.911065707
Wbscr25	0	1.681632466	0.748	0.18	Elongating	2.225112245	2.48772771
Oxct2b	0	1.65504558	0.683	0.082	Elongating	1.925443159	2.259067948
Oxct2a	0	1.654695295	0.701	0.087	Elongating	1.963821181	2.276051379
Gm6760	0	1.651253805	0.705	0.13	Elongating	2.028400387	2.338105012
Gm498	0	1.645931317	0.66	0.077	Elongating	1.887232271	2.249801348
Gm5893	0	1.64095832	0.668	0.075	Elongating	1.895470979	2.247457169
Tex35	0	1.63661382	0.787	0.192	Elongating	2.322531257	2.541423874
Vasp	0	1.620602143	0.759	0.212	Elongating	2.188403995	2.436931602
Pkib	0	1.620142992	0.865	0.283	Elongating	2.577127591	2.711395007
Ccsap	0	1.613783132	0.755	0.15	Elongating	2.181749426	2.434474306
Iqcf4	0	1.609840552	0.881	0.328	Elongating	2.786334233	2.905967825
Fam71e1	0	1.606132257	0.888	0.347	Elongating	2.787586705	2.899131924
Actrt2	0	1.60152463	0.829	0.261	Elongating	2.612480416	2.787005644
1110017D15Rik	0	1.595833565	0.858	0.401	Elongating	2.597662226	2.739869053
Defb33	0	1.590278804	0.619	0.067	Elongating	1.811017323	2.225952672
Psmf1	0	1.590058132	0.845	0.419	Elongating	2.583722995	2.740087811
Spert	0	1.583827026	0.867	0.299	Elongating	2.561446325	2.693429971
Rnf133	0	1.57771229	0.76	0.193	Elongating	2.233813409	2.482658778
Tmem56	0	1.575160277	0.686	0.106	Elongating	1.90719065	2.235968553
Prkar2a	0	1.573114476	0.719	0.134	Elongating	2.018897955	2.31075326
4930570D08Rik	0	1.571215832	0.669	0.136	Elongating	2.020617014	2.377727164
Ccdc54	0	1.565801143	0.906	0.334	Elongating	2.887812849	2.980769544
Slfnl1	0	1.55061705	0.74	0.178	Elongating	2.125860194	2.395544722
Akap1	0	1.542324212	0.793	0.249	Elongating	2.281950186	2.493087854
Ppp2r2b	0	1.535141576	0.631	0.095	Elongating	1.809723478	2.208152562
